customer_id,transaction_date,monetary_value
C0011,2024-06-23,2581
C0011,2024-07-23,1400
C0011,2024-08-16,2845
C0011,2024-09-01,2736
C0011,2024-10-01,2008
C0011,2024-10-31,2707
C0011,2024-11-16,590
C0012,2024-01-18,2727
C0012,2024-02-14,1748
C0012,2024-03-03,2322
C0012,2024-03-14,249
C0012,2024-04-05,2433
C0012,2024-04-18,3825
C0012,2024-04-29,677
C0012,2024-05-27,2933
C0012,2024-06-20,2597
C0012,2024-07-02,2412
C0012,2024-07-15,1628
C0012,2024-08-04,2781
C0012,2024-09-02,2674
C0012,2024-09-12,154
C0012,2024-09-19,2320
C0012,2024-10-13,1497
C0012,2024-11-05,1914
C0013,2024-01-21,2959
C0013,2024-02-10,2044
C0013,2024-03-05,398
C0013,2024-04-02,518
C0013,2024-04-14,1554
C0013,2024-05-10,3891
C0013,2024-05-31,294
C0014,2024-02-20,3670
C0014,2024-03-12,2740
C0014,2024-03-20,1450
C0014,2024-04-12,1829
C0014,2024-04-28,1512
C0014,2024-05-23,3529
C0014,2024-06-14,357
C0014,2024-06-28,675
C0014,2024-07-28,2752
C0014,2024-08-23,3766
C0015,2024-01-24,2580
C0015,2024-02-02,2203
C0015,2024-02-15,1382
C0015,2024-02-24,2089
C0015,2024-03-09,3520
C0015,2024-03-25,1416
C0015,2024-04-18,2217
C0015,2024-05-07,887
C0015,2024-05-24,2866
C0015,2024-06-14,1113
C0015,2024-07-07,1209
C0015,2024-07-18,1787
C0015,2024-07-30,1100
C0015,2024-08-24,1720
C0016,2024-02-28,3081
C0016,2024-03-29,3656
C0016,2024-04-20,3209
C0016,2024-05-05,1248
C0016,2024-05-22,1089
C0016,2024-06-10,1519
C0016,2024-06-17,1144
C0016,2024-07-10,3592
C0016,2024-08-07,3535
C0016,2024-08-16,2141
C0017,2024-02-20,3381
C0017,2024-03-16,1788
C0017,2024-03-27,3178
C0017,2024-04-20,486
C0017,2024-05-06,3892
C0017,2024-05-29,3387
C0017,2024-06-05,1966
C0017,2024-06-23,499
C0017,2024-07-11,2711
C0017,2024-08-07,1320
C0018,2024-01-23,206
C0018,2024-01-30,1830
C0018,2024-02-15,805
C0018,2024-03-14,2104
C0018,2024-03-21,2795
C0018,2024-04-17,2621
C0018,2024-05-05,968
C0018,2024-05-16,2888
C0018,2024-06-06,3472
C0018,2024-06-24,2551
C0018,2024-07-19,3124
C0018,2024-08-06,3408
C0018,2024-08-16,2594
C0018,2024-08-26,2367
C0018,2024-09-04,1059
C0019,2024-02-03,2210
C0019,2024-02-13,174
C0019,2024-03-01,245
C0019,2024-03-30,167
C0019,2024-04-27,1137
C0019,2024-05-15,379
C0019,2024-06-13,1938
C0019,2024-06-20,1709
C0019,2024-07-17,3562
C0019,2024-07-25,3576
C0019,2024-08-20,2472
C0020,2024-02-20,1948
C0020,2024-03-21,3257
C0020,2024-04-10,3672
C0020,2024-04-19,993
C0020,2024-05-01,3079
C0020,2024-05-24,2795
C0020,2024-05-31,1607
C0020,2024-06-13,2581
C0021,2024-02-14,3983
C0021,2024-02-23,3009
C0021,2024-03-21,643
C0021,2024-04-03,2565
C0021,2024-04-16,3361
C0021,2024-05-03,3208
C0021,2024-05-25,752
C0021,2024-06-13,1111
C0021,2024-07-02,1674
C0021,2024-07-31,465
C0021,2024-08-11,3037
C0021,2024-08-19,2964
C0021,2024-08-26,518
C0021,2024-09-24,2520
C0021,2024-10-07,3152
C0021,2024-10-20,3841
C0021,2024-10-30,508
C0021,2024-11-12,592
C0021,2024-12-06,2468
C0021,2024-12-28,1098
C0022,2024-01-27,1882
C0022,2024-02-03,2991
C0022,2024-02-29,930
C0022,2024-03-07,3419
C0022,2024-04-04,1675
C0022,2024-04-23,957
C0022,2024-05-13,1078
C0022,2024-05-24,2468
C0022,2024-06-18,383
C0022,2024-07-06,525
C0023,2024-01-27,2754
C0023,2024-02-17,3537
C0023,2024-02-28,3756
C0023,2024-03-24,3491
C0023,2024-04-17,971
C0023,2024-05-12,3342
C0023,2024-06-04,3197
C0023,2024-06-15,1300
C0023,2024-07-09,1993
C0023,2024-07-30,1495
C0023,2024-08-23,472
C0023,2024-09-02,1813
C0023,2024-09-10,3339
C0023,2024-09-21,1124
C0023,2024-10-15,2195
C0023,2024-11-13,1882
C0023,2024-12-01,962
C0024,2024-01-23,2485
C0024,2024-02-12,461
C0024,2024-03-07,1380
C0024,2024-03-18,712
C0024,2024-04-10,2328
C0024,2024-05-04,1321
C0024,2024-05-29,3823
C0024,2024-06-05,2288
C0024,2024-06-29,667
C0024,2024-07-25,2875
C0024,2024-08-13,513
C0024,2024-09-11,3150
C0024,2024-09-27,1140
C0024,2024-10-06,2424
C0024,2024-10-19,597
C0024,2024-11-14,803
C0024,2024-12-08,2436
C0024,2024-12-23,3459
C0025,2024-01-28,669
C0025,2024-02-21,3568
C0025,2024-03-11,1775
C0025,2024-03-19,3532
C0025,2024-04-04,1644
C0025,2024-04-26,1102
C0025,2024-05-13,2831
C0025,2024-05-23,3018
C0025,2024-05-31,1238
C0025,2024-06-11,2772
C0025,2024-06-26,3879
C0026,2024-01-16,1906
C0026,2024-02-15,463
C0026,2024-03-14,2655
C0026,2024-04-02,3936
C0026,2024-04-13,3585
C0026,2024-05-12,436
C0026,2024-06-05,3315
C0026,2024-07-05,3337
C0026,2024-07-27,3714
C0026,2024-08-13,850
C0026,2024-09-12,2023
C0026,2024-10-07,3064
C0026,2024-10-17,2238
C0026,2024-11-11,1165
C0026,2024-12-01,3453
C0026,2024-12-08,2467
C0027,2024-01-12,1259
C0027,2024-01-28,1725
C0027,2024-02-24,779
C0027,2024-03-04,832
C0027,2024-03-30,2136
C0027,2024-04-23,3097
C0028,2024-01-16,2889
C0028,2024-01-27,2185
C0028,2024-02-25,1595
C0028,2024-03-25,458
C0028,2024-04-01,3993
C0028,2024-04-26,1359
C0028,2024-05-26,2498
C0028,2024-06-05,3861
C0028,2024-06-27,163
C0028,2024-07-14,1358
C0028,2024-07-25,3992
C0028,2024-08-09,3677
C0028,2024-09-06,3609
C0028,2024-09-14,2917
C0028,2024-09-29,316
C0028,2024-10-16,3698
C0028,2024-10-29,670
C0029,2024-02-22,1164
C0029,2024-03-09,3182
C0029,2024-03-28,3942
C0029,2024-04-07,1679
C0029,2024-05-03,887
C0029,2024-05-18,2145
C0029,2024-06-07,775
C0029,2024-06-24,2374
C0029,2024-07-04,622
C0029,2024-07-13,354
C0030,2024-02-08,1171
C0030,2024-03-02,1054
C0030,2024-03-31,3352
C0030,2024-04-08,1906
C0030,2024-04-15,502
C0030,2024-04-24,2522
C0030,2024-05-13,3954
C0030,2024-06-05,2349
C0030,2024-06-20,2897
C0030,2024-07-13,1413
C0030,2024-08-02,478
C0031,2024-02-05,3771
C0031,2024-03-02,1503
C0031,2024-03-22,3997
C0031,2024-04-19,3808
C0031,2024-05-03,3533
C0031,2024-05-16,1851
C0031,2024-05-28,1788
C0031,2024-06-26,3821
C0031,2024-07-16,432
C0031,2024-08-01,2881
C0031,2024-08-30,2922
C0031,2024-09-19,1971
C0031,2024-10-08,791
C0031,2024-10-30,1113
C0031,2024-11-27,3143
C0031,2024-12-04,1089
C0031,2024-12-23,2494
C0032,2024-01-24,1962
C0032,2024-02-09,1486
C0032,2024-02-26,200
C0032,2024-03-19,1223
C0032,2024-04-02,386
C0032,2024-04-21,2475
C0032,2024-05-10,3143
C0032,2024-06-08,2944
C0032,2024-06-16,389
C0032,2024-06-25,1500
C0032,2024-07-08,233
C0032,2024-07-20,3419
C0032,2024-07-30,2467
C0032,2024-08-25,2332
C0032,2024-09-05,442
C0032,2024-09-16,2411
C0032,2024-09-25,914
C0032,2024-10-17,1562
C0032,2024-11-01,2154
C0032,2024-11-27,783
C0032,2024-12-21,1390
C0033,2024-02-11,562
C0033,2024-02-28,695
C0033,2024-03-14,2806
C0033,2024-03-28,2364
C0033,2024-04-05,799
C0033,2024-04-26,3960
C0033,2024-05-08,2437
C0033,2024-05-16,3794
C0033,2024-05-30,3541
C0033,2024-06-14,1300
C0034,2024-01-23,1926
C0034,2024-02-20,222
C0034,2024-03-04,3682
C0034,2024-03-15,3046
C0034,2024-03-31,1677
C0035,2024-01-31,3908
C0035,2024-02-24,2936
C0035,2024-03-15,1851
C0035,2024-04-05,1455
C0035,2024-05-03,3029
C0035,2024-05-19,578
C0035,2024-05-30,3721
C0036,2024-01-27,3372
C0036,2024-02-12,3355
C0036,2024-03-13,3509
C0036,2024-04-02,3352
C0036,2024-05-01,2218
C0036,2024-05-13,3616
C0036,2024-05-21,3771
C0036,2024-06-17,2937
C0036,2024-06-27,1725
C0036,2024-07-14,3100
C0036,2024-08-02,392
C0036,2024-08-21,1414
C0036,2024-09-07,2106
C0036,2024-09-17,2032
C0037,2024-02-19,3706
C0037,2024-03-09,935
C0037,2024-04-07,670
C0037,2024-04-25,1012
C0037,2024-05-07,3550
C0037,2024-06-01,2045
C0037,2024-06-27,3215
C0037,2024-07-14,2845
C0037,2024-08-04,3999
C0037,2024-08-30,3195
C0037,2024-09-15,3779
C0037,2024-09-28,2400
C0037,2024-10-28,2963
C0037,2024-11-15,3144
C0037,2024-11-27,2683
C0037,2024-12-24,2365
C0038,2024-01-26,1831
C0038,2024-02-09,3044
C0038,2024-03-07,2672
C0038,2024-04-04,1018
C0038,2024-04-16,749
C0038,2024-05-06,195
C0038,2024-06-05,2042
C0038,2024-06-12,1053
C0038,2024-06-30,1252
C0038,2024-07-08,3727
C0038,2024-07-15,3729
C0038,2024-07-25,2191
C0038,2024-08-17,3110
C0038,2024-08-25,1374
C0038,2024-09-24,2505
C0038,2024-10-11,3219
C0038,2024-10-28,3249
C0038,2024-11-17,3570
C0039,2024-02-17,215
C0039,2024-03-03,2341
C0039,2024-03-22,3408
C0039,2024-04-08,854
C0039,2024-04-17,2562
C0039,2024-05-14,238
C0039,2024-06-10,3816
C0039,2024-06-22,3180
C0039,2024-07-09,870
C0039,2024-07-24,592
C0040,2024-02-26,2313
C0040,2024-03-16,3855
C0040,2024-04-10,1670
C0040,2024-05-07,2258
C0040,2024-05-29,1960
C0040,2024-06-07,3729
C0040,2024-07-01,3710
C0041,2024-02-04,3386
C0041,2024-02-20,1530
C0041,2024-03-04,2753
C0041,2024-03-21,1465
C0041,2024-04-02,3669
C0041,2024-04-26,1227
C0041,2024-05-06,3854
C0041,2024-05-24,3396
C0041,2024-06-03,2472
C0041,2024-06-15,700
C0042,2024-01-23,3197
C0042,2024-02-06,1911
C0042,2024-02-26,2323
C0042,2024-03-22,1534
C0042,2024-04-05,1870
C0043,2024-01-27,2218
C0043,2024-02-16,3046
C0043,2024-03-06,3372
C0043,2024-03-22,2737
C0043,2024-03-29,3765
C0043,2024-04-07,2888
C0044,2024-01-13,1510
C0044,2024-02-01,2339
C0044,2024-03-01,1996
C0044,2024-03-11,2202
C0044,2024-03-22,313
C0044,2024-04-07,1054
C0044,2024-04-28,3887
C0044,2024-05-18,3681
C0044,2024-06-17,261
C0044,2024-06-28,887
C0044,2024-07-20,3158
C0045,2024-01-21,3690
C0045,2024-02-12,2974
C0045,2024-02-23,2183
C0045,2024-03-01,1473
C0045,2024-03-22,3612
C0045,2024-04-18,3444
C0045,2024-05-16,1043
C0045,2024-06-07,3777
C0045,2024-07-04,2479
C0045,2024-07-15,3144
C0045,2024-08-06,1266
C0045,2024-08-13,3877
C0045,2024-09-04,3310
C0045,2024-09-21,1760
C0045,2024-10-03,2924
C0045,2024-10-31,1212
C0045,2024-11-22,3496
C0046,2024-01-26,340
C0046,2024-02-18,2539
C0046,2024-02-26,404
C0046,2024-03-16,3433
C0046,2024-04-07,853
C0046,2024-05-06,3482
C0047,2024-02-20,1121
C0047,2024-03-10,1261
C0047,2024-04-08,2674
C0047,2024-05-08,3640
C0047,2024-06-01,3154
C0047,2024-06-17,3931
C0047,2024-07-09,2240
C0047,2024-08-01,3006
C0047,2024-08-22,2745
C0047,2024-09-17,3750
C0047,2024-10-10,2284
C0047,2024-11-01,921
C0048,2024-01-16,2031
C0048,2024-02-05,1899
C0048,2024-02-17,2901
C0048,2024-03-05,3963
C0048,2024-03-26,2544
C0048,2024-04-24,2153
C0048,2024-05-12,2048
C0048,2024-06-11,2363
C0048,2024-06-25,717
C0048,2024-07-18,2484
C0048,2024-08-16,1852
C0048,2024-08-27,2077
C0048,2024-09-06,3163
C0048,2024-10-02,2158
C0049,2024-01-24,925
C0049,2024-02-10,2866
C0049,2024-03-09,1799
C0049,2024-03-27,2306
C0049,2024-04-21,1301
C0050,2024-01-19,2673
C0050,2024-01-28,3263
C0050,2024-02-16,3866
C0050,2024-03-16,1815
C0050,2024-03-28,1924
C0050,2024-04-11,2180
C0050,2024-05-08,1404
C0050,2024-05-27,2917
C0050,2024-06-24,1698
C0050,2024-07-19,600
C0051,2024-02-16,3158
C0051,2024-03-12,3383
C0051,2024-03-20,2011
C0051,2024-04-07,2636
C0051,2024-04-17,2699
C0052,2024-01-11,2225
C0052,2024-02-05,669
C0052,2024-02-19,495
C0052,2024-03-03,3060
C0052,2024-03-25,3804
C0052,2024-04-04,2722
C0052,2024-05-01,3690
C0052,2024-05-10,305
C0052,2024-05-24,1330
C0052,2024-06-17,1036
C0052,2024-07-04,549
C0052,2024-07-22,2073
C0052,2024-08-01,1391
C0052,2024-08-09,3273
C0052,2024-08-18,2548
C0052,2024-08-28,2346
C0052,2024-09-15,2439
C0052,2024-10-15,1237
C0053,2024-02-07,1839
C0053,2024-02-26,1425
C0053,2024-03-13,2687
C0053,2024-03-30,2215
C0053,2024-04-25,1149
C0053,2024-05-08,2776
C0053,2024-05-18,1684
C0053,2024-06-17,692
C0053,2024-07-06,3606
C0053,2024-07-26,492
C0053,2024-08-18,2145
C0053,2024-08-25,1633
C0053,2024-09-14,3358
C0053,2024-10-02,989
C0053,2024-10-19,1690
C0053,2024-11-15,809
C0053,2024-12-12,3862
C0053,2024-12-19,2454
C0054,2024-02-01,2438
C0054,2024-02-27,1152
C0054,2024-03-22,948
C0054,2024-04-18,3379
C0054,2024-05-08,2095
C0054,2024-05-31,3065
C0054,2024-06-18,763
C0054,2024-06-26,2364
C0054,2024-07-21,1282
C0054,2024-08-04,3024
C0054,2024-09-02,2843
C0054,2024-09-19,1767
C0054,2024-10-09,163
C0055,2024-02-05,2052
C0055,2024-02-19,3065
C0055,2024-03-07,2096
C0055,2024-03-26,971
C0055,2024-04-17,3813
C0055,2024-04-24,700
C0055,2024-05-06,3980
C0055,2024-05-13,192
C0055,2024-06-10,2913
C0055,2024-06-26,377
C0055,2024-07-07,559
C0056,2024-01-12,2818
C0056,2024-01-31,687
C0056,2024-02-17,3254
C0056,2024-03-16,3818
C0056,2024-03-28,3052
C0056,2024-04-18,1836
C0056,2024-05-14,2347
C0056,2024-05-27,2328
C0056,2024-06-10,2873
C0056,2024-06-25,684
C0056,2024-07-05,2440
C0056,2024-07-25,1569
C0056,2024-08-04,889
C0056,2024-08-26,3011
C0056,2024-09-11,3341
C0056,2024-10-01,343
C0056,2024-10-18,3640
C0057,2024-02-03,2875
C0057,2024-02-11,1916
C0057,2024-03-07,2124
C0057,2024-03-19,2692
C0057,2024-04-15,1642
C0057,2024-05-07,3426
C0057,2024-06-01,1098
C0057,2024-06-09,1539
C0057,2024-06-18,451
C0057,2024-07-08,2633
C0057,2024-07-25,1834
C0057,2024-08-03,2331
C0057,2024-08-10,3460
C0057,2024-08-25,1018
C0057,2024-09-09,388
C0057,2024-10-08,1898
C0057,2024-10-31,3861
C0057,2024-11-16,1288
C0057,2024-11-23,250
C0057,2024-12-07,2197
C0058,2024-02-11,3376
C0058,2024-02-27,3327
C0058,2024-03-24,3039
C0058,2024-04-17,3861
C0058,2024-05-06,3294
C0059,2024-01-28,474
C0059,2024-02-05,1210
C0059,2024-02-22,1239
C0059,2024-03-15,3925
C0059,2024-04-09,2574
C0059,2024-04-25,3360
C0059,2024-05-19,1772
C0059,2024-05-31,2205
C0059,2024-06-14,1501
C0059,2024-07-14,219
C0059,2024-08-03,3931
C0059,2024-08-19,2243
C0059,2024-09-18,3383
C0059,2024-10-14,2125
C0059,2024-10-27,2994
C0059,2024-11-15,1488
C0060,2024-02-09,2895
C0060,2024-03-04,576
C0060,2024-04-03,641
C0060,2024-04-20,2993
C0060,2024-05-17,294
C0060,2024-06-06,1447
C0060,2024-06-26,3111
C0060,2024-07-11,3096
C0060,2024-08-08,1650
C0061,2024-02-09,3238
C0061,2024-03-10,2946
C0061,2024-03-21,1691
C0061,2024-04-16,536
C0061,2024-05-09,3212
C0061,2024-05-21,1508
C0061,2024-06-16,614
C0061,2024-07-12,253
C0061,2024-07-23,2746
C0061,2024-08-20,1587
C0061,2024-09-18,2584
C0062,2024-02-07,2347
C0062,2024-02-25,2380
C0062,2024-03-04,2814
C0062,2024-03-25,2128
C0062,2024-04-06,182
C0062,2024-04-15,2965
C0062,2024-04-29,480
C0062,2024-05-13,3842
C0062,2024-06-01,674
C0062,2024-06-24,3515
C0062,2024-07-23,2468
C0062,2024-07-31,3583
C0062,2024-08-12,2411
C0062,2024-09-10,2409
C0062,2024-09-30,2458
C0062,2024-10-18,1455
C0063,2024-02-06,3780
C0063,2024-02-17,1677
C0063,2024-02-27,2041
C0063,2024-03-13,3901
C0063,2024-03-23,3480
C0063,2024-04-08,2703
C0063,2024-04-23,2920
C0063,2024-05-21,1824
C0063,2024-06-03,2655
C0063,2024-06-30,2498
C0063,2024-07-17,736
C0063,2024-08-14,3737
C0063,2024-08-28,1491
C0063,2024-09-26,296
C0063,2024-10-11,3564
C0063,2024-11-02,3972
C0063,2024-11-22,3092
C0063,2024-12-11,802
C0064,2024-02-04,1753
C0064,2024-02-26,2172
C0064,2024-03-11,646
C0064,2024-03-30,964
C0064,2024-04-09,3960
C0064,2024-04-23,1563
C0064,2024-05-05,757
C0064,2024-05-12,3874
C0064,2024-06-01,3436
C0064,2024-06-12,2730
C0064,2024-06-28,3368
C0064,2024-07-17,426
C0064,2024-08-06,449
C0064,2024-09-05,624
C0064,2024-09-14,1536
C0064,2024-09-22,1738
C0064,2024-10-06,1013
C0064,2024-10-21,972
C0064,2024-11-02,2528
C0064,2024-11-30,2377
C0065,2024-02-18,1724
C0065,2024-03-03,420
C0065,2024-03-13,3365
C0065,2024-03-21,2092
C0065,2024-03-31,1240
C0066,2024-02-08,3453
C0066,2024-03-03,3439
C0066,2024-03-20,1092
C0066,2024-03-29,1198
C0066,2024-04-11,1659
C0066,2024-05-11,1599
C0066,2024-05-26,1018
C0066,2024-06-07,3384
C0066,2024-06-18,2886
C0066,2024-07-01,261
C0066,2024-07-30,3326
C0066,2024-08-13,2268
C0066,2024-09-07,3660
C0066,2024-10-03,559
C0066,2024-10-10,1508
C0066,2024-10-30,3148
C0066,2024-11-09,3170
C0066,2024-12-01,1893
C0066,2024-12-10,3149
C0066,2024-12-31,710
C0067,2024-02-06,2783
C0067,2024-02-27,3307
C0067,2024-03-18,2481
C0067,2024-04-08,2088
C0067,2024-04-25,1145
C0067,2024-05-06,553
C0067,2024-05-17,3821
C0067,2024-06-03,2699
C0067,2024-06-10,3331
C0067,2024-06-25,2700
C0067,2024-07-11,1867
C0067,2024-07-26,255
C0068,2024-01-19,2188
C0068,2024-02-08,3780
C0068,2024-02-24,1067
C0068,2024-03-07,1422
C0068,2024-03-30,3177
C0068,2024-04-16,2883
C0068,2024-04-23,1809
C0068,2024-05-23,2293
C0068,2024-06-08,854
C0068,2024-07-07,484
C0068,2024-08-01,2301
C0068,2024-08-23,2840
C0068,2024-09-09,463
C0068,2024-09-20,1002
C0068,2024-10-10,2556
C0068,2024-10-21,2656
C0068,2024-11-15,2843
C0069,2024-02-11,1811
C0069,2024-02-18,826
C0069,2024-02-28,2445
C0069,2024-03-26,426
C0069,2024-04-19,3810
C0070,2024-01-30,1418
C0070,2024-02-12,966
C0070,2024-03-04,287
C0070,2024-03-13,3307
C0070,2024-04-09,2615
C0070,2024-04-22,1817
C0070,2024-04-29,1436
C0070,2024-05-28,1625
C0070,2024-06-18,3565
C0070,2024-07-08,2171
C0070,2024-07-20,3348
C0070,2024-08-08,2470
C0070,2024-08-24,3386
C0070,2024-09-04,2557
C0070,2024-10-02,3717
C0070,2024-10-18,1242
C0070,2024-10-26,2606
C0070,2024-11-25,1804
C0070,2024-12-17,997
C0071,2024-02-07,1760
C0071,2024-03-03,1612
C0071,2024-03-22,3168
C0071,2024-04-03,1413
C0071,2024-04-26,3472
C0071,2024-05-16,3154
C0071,2024-06-10,2715
C0071,2024-06-27,760
C0071,2024-07-07,503
C0071,2024-08-06,3173
C0071,2024-08-18,3428
C0071,2024-09-01,1688
C0071,2024-09-17,395
C0071,2024-10-02,1749
C0071,2024-10-11,3903
C0071,2024-11-05,516
C0071,2024-11-19,1328
C0071,2024-12-18,993
C0072,2024-02-20,1815
C0072,2024-03-06,2432
C0072,2024-03-30,3177
C0072,2024-04-25,1536
C0072,2024-05-04,3379
C0072,2024-05-30,2256
C0072,2024-06-24,1582
C0072,2024-07-24,1393
C0072,2024-08-15,2504
C0072,2024-08-22,589
C0072,2024-09-18,1360
C0072,2024-10-03,1480
C0072,2024-10-16,2168
C0072,2024-10-29,1411
C0072,2024-11-08,3044
C0072,2024-11-27,2516
C0072,2024-12-11,211
C0073,2024-02-05,611
C0073,2024-02-23,3351
C0073,2024-03-17,1524
C0073,2024-03-27,1779
C0073,2024-04-05,1088
C0073,2024-04-20,1842
C0073,2024-05-06,1149
C0074,2024-02-02,2676
C0074,2024-02-25,1935
C0074,2024-03-13,1572
C0074,2024-04-02,1810
C0074,2024-04-23,2331
C0074,2024-05-21,2059
C0074,2024-06-17,348
C0074,2024-07-09,666
C0074,2024-07-29,3700
C0074,2024-08-16,951
C0074,2024-09-11,908
C0074,2024-10-02,461
C0074,2024-10-21,256
C0074,2024-11-14,3657
C0074,2024-11-30,1351
C0074,2024-12-18,887
C0074,2024-12-30,3940
C0075,2024-02-08,1455
C0075,2024-03-03,3579
C0075,2024-03-20,918
C0075,2024-04-10,1076
C0075,2024-04-25,2642
C0075,2024-05-23,683
C0075,2024-06-08,3909
C0075,2024-06-19,926
C0075,2024-07-12,3752
C0075,2024-08-07,3690
C0075,2024-09-01,1807
C0076,2024-01-27,744
C0076,2024-02-16,1603
C0076,2024-03-01,518
C0076,2024-03-21,2630
C0076,2024-04-12,1950
C0076,2024-05-01,2550
C0076,2024-05-12,1010
C0076,2024-06-04,251
C0076,2024-06-12,196
C0076,2024-06-30,1256
C0076,2024-07-19,2278
C0076,2024-07-30,1280
C0076,2024-08-24,351
C0076,2024-09-09,1199
C0076,2024-10-04,1454
C0076,2024-10-29,951
C0077,2024-02-12,3067
C0077,2024-03-12,1669
C0077,2024-04-04,1380
C0077,2024-05-01,3877
C0077,2024-05-12,247
C0078,2024-01-14,805
C0078,2024-01-29,1369
C0078,2024-02-27,3746
C0078,2024-03-09,3989
C0078,2024-03-23,536
C0078,2024-04-16,3939
C0078,2024-05-16,554
C0078,2024-06-11,3976
C0078,2024-06-25,1760
C0079,2024-02-13,1930
C0079,2024-03-14,1051
C0079,2024-04-07,1150
C0079,2024-05-06,1309
C0079,2024-05-29,3142
C0079,2024-06-21,3821
C0080,2024-01-16,774
C0080,2024-02-05,272
C0080,2024-02-19,3157
C0080,2024-03-06,1066
C0080,2024-03-23,780
C0080,2024-04-04,1028
C0080,2024-04-13,2603
C0080,2024-05-12,1510
C0080,2024-06-08,3945
C0080,2024-07-01,2882
C0080,2024-07-26,2966
C0080,2024-08-02,2711
C0080,2024-08-22,652
C0080,2024-09-13,2104
C0080,2024-10-13,1431
C0080,2024-10-23,1964
C0080,2024-11-21,2257
C0080,2024-12-19,2658
C0081,2024-02-18,1614
C0081,2024-03-17,3277
C0081,2024-04-10,3104
C0081,2024-05-02,3505
C0081,2024-05-16,473
C0081,2024-06-11,1969
C0081,2024-07-07,3092
C0081,2024-07-23,3118
