customer_id,transaction_date,monetary_value
C0027,11-07-2023,4316
C0027,08-02-2023,208
C0027,18-02-2023,2659
C0027,19-03-2023,2339
C0027,01-04-2023,1356
C0027,12-04-2023,1980
C0027,10-05-2023,3263
C0027,30-05-2023,2382
C0028,18-06-2023,2579
C0028,02-07-2023,3527
C0028,12-07-2023,4521
C0028,20-07-2023,3587
C0028,31-07-2023,4552
C0028,03-02-2023,4455
C0028,28-02-2023,2477
C0028,22-03-2023,1144
C0028,20-04-2023,3487
C0028,07-05-2023,4288
C0028,06-06-2023,2426
C0028,06-07-2023,4297
C0028,11-01-2023,2957
C0028,23-01-2023,3897
C0028,08-02-2023,784
C0028,26-02-2023,3400
C0028,08-03-2023,1334
C0029,23-01-2023,979
C0029,14-02-2023,4753
C0029,02-03-2023,2699
C0029,13-03-2023,3973
C0029,20-03-2023,2853
C0029,06-04-2023,2186
C0029,27-04-2023,2542
C0029,12-05-2023,3180
C0029,22-05-2023,4099
C0029,20-01-2023,3838
C0029,30-01-2023,3408
C0029,12-02-2023,1670
C0029,25-02-2023,2319
C0029,19-03-2023,419
C0029,04-04-2023,1128
C0029,04-05-2023,1534
C0030,13-01-2023,341
C0030,31-01-2023,2918
C0030,13-02-2023,1610
C0030,02-03-2023,2170
C0030,25-03-2023,4505
C0030,08-04-2023,2477
C0030,18-04-2023,3747
C0030,22-01-2023,4633
C0030,08-02-2023,997
C0030,03-03-2023,2963
C0030,10-03-2023,860
C0030,02-04-2023,1324
C0030,11-04-2023,1972
C0030,28-04-2023,1411
C0030,29-01-2023,3890
C0030,24-02-2023,3581
C0030,22-03-2023,2099
C0030,06-04-2023,2720
C0031,02-02-2023,1196
C0031,26-02-2023,1473
C0031,17-03-2023,493
C0031,08-04-2023,3920
C0031,03-02-2023,4701
C0031,24-02-2023,2886
C0031,19-03-2023,1894
C0031,03-04-2023,611
C0031,22-04-2023,1967
C0031,15-05-2023,4269
C0031,25-05-2023,2664
C0032,21-06-2023,1866
C0032,04-07-2023,2428
C0032,28-07-2023,3071
C0032,27-08-2023,3900
C0032,26-09-2023,767
C0032,20-10-2023,899
C0032,31-10-2023,1466
C0032,12-11-2023,3576
C0032,23-01-2023,790
C0032,03-02-2023,4012
C0032,02-03-2023,2489
C0032,01-04-2023,2774
C0032,13-04-2023,2236
C0032,04-05-2023,2297
C0032,29-05-2023,4233
C0032,17-06-2023,4148
C0032,30-01-2023,1987
C0032,27-02-2023,734
C0032,17-03-2023,954
C0032,15-04-2023,1424
C0032,07-05-2023,2545
C0033,20-05-2023,295
C0033,12-06-2023,4385
C0033,01-07-2023,1829
C0033,16-07-2023,916
C0033,05-02-2023,2525
C0033,20-02-2023,3620
C0033,16-03-2023,260
C0033,05-04-2023,3322
C0033,01-05-2023,3561
C0033,23-05-2023,3073
C0033,30-05-2023,4681
C0034,09-06-2023,2186
C0034,03-07-2023,3856
C0034,12-07-2023,1937
C0034,08-08-2023,2163
C0034,26-08-2023,2690
C0034,18-09-2023,2335
C0034,13-10-2023,541
C0034,31-10-2023,4339
C0034,22-01-2023,3500
C0034,14-02-2023,1836
C0034,10-03-2023,2745
C0034,05-04-2023,1217
C0034,09-02-2023,573
C0034,19-02-2023,3996
C0034,04-03-2023,3524
C0034,13-03-2023,3683
C0034,26-03-2023,3601
C0034,24-04-2023,827
C0034,09-01-2023,2794
C0035,22-01-2023,1588
C0035,20-02-2023,4053
C0035,06-03-2023,1591
C0035,05-04-2023,979
C0035,18-04-2023,3679
C0035,13-05-2023,3185
C0035,09-06-2023,3139
C0035,19-06-2023,4468
C0035,19-07-2023,3315
C0035,05-08-2023,1839
C0035,04-09-2023,2333
C0035,30-09-2023,1141
C0035,20-10-2023,694
C0035,31-10-2023,2477
C0035,28-11-2023,1073
C0035,29-01-2023,4775
C0035,10-02-2023,1119
C0035,22-02-2023,3889
C0035,15-03-2023,3996
C0036,10-04-2023,4243
C0036,09-05-2023,2122
C0036,16-05-2023,4431
C0036,31-01-2023,1126
C0036,02-03-2023,2617
C0036,15-03-2023,1768
C0036,07-04-2023,544
C0036,30-04-2023,1311
C0036,23-05-2023,4059
C0036,30-05-2023,2579
C0036,18-02-2023,3447
C0036,19-03-2023,2492
C0036,10-04-2023,3713
C0036,28-04-2023,4003
C0036,10-05-2023,3925
C0036,31-05-2023,989
C0036,12-06-2023,1968
C0036,09-07-2023,4227
C0037,17-07-2023,2582
C0037,04-08-2023,1251
C0037,15-08-2023,1424
C0037,27-08-2023,3569
C0037,31-01-2023,673
C0037,12-02-2023,3740
C0037,27-02-2023,3357
C0037,17-03-2023,757
C0037,02-04-2023,645
C0037,11-04-2023,4364
C0037,29-04-2023,1082
C0037,21-05-2023,3013
C0037,15-06-2023,576
C0037,10-07-2023,326
C0037,19-07-2023,3294
C0037,27-07-2023,1566
C0037,08-08-2023,2297
C0037,04-09-2023,1714
C0037,21-01-2023,354
C0038,07-02-2023,684
C0038,09-03-2023,2807
C0038,24-03-2023,4730
C0038,01-04-2023,3246
C0038,01-05-2023,1846
C0038,29-05-2023,1301
C0038,05-06-2023,2294
C0038,26-06-2023,3053
C0038,24-07-2023,1745
C0038,17-08-2023,3752
C0038,24-08-2023,3683
C0038,04-09-2023,1425
C0038,18-09-2023,4350
C0038,08-10-2023,2061
C0038,21-10-2023,216
C0039,25-01-2023,2221
C0039,23-02-2023,1188
C0039,22-03-2023,4164
C0039,21-04-2023,3835
C0039,29-04-2023,2177
C0039,23-05-2023,565
C0039,19-06-2023,4761
C0039,07-07-2023,3910
C0039,22-07-2023,2580
C0039,11-08-2023,3441
C0039,25-08-2023,2370
C0039,01-09-2023,4267
C0039,12-09-2023,496
C0039,30-09-2023,3927
C0039,16-10-2023,2106
C0040,18-01-2023,1412
C0040,13-02-2023,2754
C0040,21-02-2023,4388
C0040,20-03-2023,4253
C0040,08-04-2023,2914
C0040,26-04-2023,1520
C0040,16-05-2023,3957
C0040,18-01-2023,3811
C0040,31-01-2023,3805
C0040,23-02-2023,568
C0041,17-03-2023,3393
C0041,11-04-2023,302
C0041,02-05-2023,1061
C0041,28-05-2023,3720
C0041,12-06-2023,2481
C0041,08-07-2023,3551
C0041,29-07-2023,389
C0041,18-08-2023,1582
C0041,13-09-2023,3244
C0041,28-09-2023,507
C0041,24-10-2023,340
C0041,04-11-2023,3315
C0041,21-11-2023,910
C0041,02-12-2023,665
C0042,24-12-2023,3355
C0042,15-02-2023,4420
C0042,12-03-2023,3687
C0042,29-03-2023,568
C0042,21-04-2023,3098
C0042,21-05-2023,2304
C0042,16-06-2023,1343
C0042,10-07-2023,3095
C0042,29-07-2023,3218
C0042,05-08-2023,729
C0042,15-08-2023,795
C0042,27-08-2023,665
C0042,22-09-2023,1680
C0042,05-10-2023,2089
C0042,18-10-2023,811
C0042,07-11-2023,1191
C0042,29-01-2023,4371
C0042,11-02-2023,701
C0042,13-03-2023,4183
C0043,31-03-2023,4476
C0043,15-04-2023,3374
C0043,27-04-2023,1548
C0043,27-05-2023,2723
C0043,11-06-2023,2884
C0043,25-06-2023,2726
C0043,21-07-2023,307
C0043,08-08-2023,1786
C0043,21-08-2023,3750
C0043,01-02-2023,875
C0043,23-02-2023,2068
C0043,18-03-2023,1995
C0043,05-04-2023,1428
C0043,01-05-2023,4708
C0043,16-05-2023,3666
C0043,11-06-2023,3841
C0043,09-02-2023,647
C0043,21-02-2023,1310
C0043,11-03-2023,204
C0044,06-04-2023,3809
C0044,21-04-2023,3227
C0044,11-05-2023,1562
C0044,29-05-2023,2556
C0044,18-06-2023,2601
C0044,30-06-2023,2441
C0044,15-07-2023,2866
C0044,07-08-2023,1937
C0044,05-09-2023,452
C0044,04-10-2023,695
C0044,24-01-2023,601
C0044,01-02-2023,2382
C0044,13-02-2023,2432
C0044,23-02-2023,1026
C0044,06-03-2023,2980
C0044,31-03-2023,4074
C0044,18-04-2023,3555
C0044,09-05-2023,2000
C0045,04-06-2023,1546
C0045,01-07-2023,280
C0045,28-07-2023,2790
C0045,16-08-2023,1798
C0045,29-08-2023,694
C0045,21-09-2023,4042
C0045,13-10-2023,2528
C0045,07-11-2023,1328
C0045,14-11-2023,1775
C0045,22-11-2023,4521
C0045,23-01-2023,4204
C0045,20-02-2023,4489
C0045,11-03-2023,837
C0045,04-04-2023,2474
C0045,02-05-2023,2502
C0045,19-05-2023,4300
C0046,10-06-2023,4406
C0046,10-07-2023,4283
C0046,03-02-2023,3525
C0046,02-03-2023,584
C0046,10-03-2023,4552
C0046,20-03-2023,467
C0046,16-04-2023,4283
C0046,23-04-2023,4654
C0046,10-05-2023,1135
C0046,29-05-2023,3704
C0047,13-06-2023,1066
C0047,26-06-2023,1143
C0047,26-01-2023,3009
C0047,03-02-2023,2805
C0047,18-02-2023,484
C0047,13-03-2023,2944
C0047,26-03-2023,1050
C0047,18-04-2023,2121
C0047,06-05-2023,1657
C0047,22-01-2023,239
C0047,16-02-2023,4359
C0047,10-03-2023,652
C0047,21-03-2023,3407
C0047,01-04-2023,2290
C0047,12-04-2023,2222
C0047,10-05-2023,1338
C0047,02-06-2023,3921
C0047,14-06-2023,2560
C0047,29-06-2023,632
C0047,22-07-2023,1090
C0047,14-08-2023,239
C0047,28-08-2023,3550
C0048,19-09-2023,2708
C0048,19-10-2023,1879
C0048,15-11-2023,2334
C0048,15-12-2023,4075
C0048,29-01-2023,938
C0048,09-02-2023,3032
C0048,03-03-2023,3279
C0048,15-03-2023,2247
C0048,09-04-2023,2809
C0048,26-04-2023,1015
C0048,09-05-2023,2244
C0048,23-05-2023,2662
C0048,21-06-2023,229
C0048,09-07-2023,2939
C0048,03-08-2023,3630
C0048,01-09-2023,2809
C0049,15-09-2023,357
C0049,14-10-2023,2938
C0049,07-11-2023,1418
C0049,21-11-2023,873
C0049,22-01-2023,2647
C0049,02-02-2023,3920
C0049,16-02-2023,3726
C0049,06-03-2023,2417
C0049,25-03-2023,3823
C0049,18-04-2023,3615
C0049,30-04-2023,2903
C0049,15-05-2023,342
C0049,06-06-2023,1766
C0049,28-06-2023,4613
C0049,22-07-2023,573
C0049,11-08-2023,2595
C0049,26-08-2023,1013
C0049,03-09-2023,326
C0050,25-09-2023,1773
C0050,15-10-2023,997
C0050,04-11-2023,1327
C0050,30-01-2023,3945
C0050,09-02-2023,4172
C0050,24-02-2023,3093
C0050,15-03-2023,3683
C0050,03-02-2023,3193
C0050,27-02-2023,1746
C0050,10-03-2023,3896
C0050,26-03-2023,764
C0050,02-04-2023,4514
C0050,22-04-2023,2646
C0050,12-05-2023,1257
C0050,05-06-2023,4368
C0051,28-06-2023,3678
C0051,22-07-2023,4450
C0051,12-08-2023,737
C0051,25-08-2023,2182
C0051,04-09-2023,2850
C0051,29-09-2023,3340
C0051,17-10-2023,3717
C0051,02-11-2023,3253
C0051,18-11-2023,2532
C0051,31-01-2023,919
C0051,19-02-2023,4590
C0051,05-03-2023,1156
C0051,04-04-2023,2678
C0051,20-04-2023,2884
C0051,07-05-2023,1122
C0051,27-05-2023,2150
C0051,09-02-2023,2315
C0051,16-02-2023,481
C0052,26-02-2023,3230
C0052,07-03-2023,2055
C0052,16-03-2023,727
C0052,28-03-2023,3491
C0052,27-04-2023,307
C0052,11-05-2023,2184
C0053,23-05-2023,3941
C0053,12-06-2023,4772
C0053,19-06-2023,3088
C0053,11-07-2023,1534
C0053,05-08-2023,3839
C0053,01-09-2023,3268
C0053,02-02-2023,4773
C0053,19-02-2023,904
C0053,09-03-2023,3739
C0053,25-03-2023,2863
C0053,20-04-2023,3683
C0053,16-05-2023,2997
C0053,06-06-2023,4357
C0054,25-06-2023,4369
C0054,06-07-2023,3099
C0054,05-02-2023,3284
C0054,23-02-2023,3128
C0054,12-03-2023,3370
C0054,23-03-2023,4741
C0054,11-04-2023,1506
C0054,26-04-2023,4254
C0054,16-05-2023,1443
C0054,27-05-2023,1210
C0054,14-06-2023,2747
C0054,03-07-2023,1923
C0054,13-07-2023,1484
C0054,07-02-2023,3276
C0054,24-02-2023,1639
C0054,03-03-2023,2326
C0054,22-03-2023,3291
C0055,08-04-2023,1737
C0055,16-04-2023,1646
C0055,09-05-2023,849
C0055,24-05-2023,2807
C0055,17-06-2023,1370
C0055,27-06-2023,1396
C0055,29-01-2023,4388
C0055,27-02-2023,2479
C0055,12-03-2023,468
C0055,29-03-2023,345
C0055,21-04-2023,4040
C0055,01-05-2023,2827
C0055,13-05-2023,1049
C0055,27-05-2023,2314
C0055,11-06-2023,1580
C0055,26-06-2023,798
C0055,04-07-2023,4159
C0056,12-07-2023,3046
C0056,04-02-2023,2127
C0056,22-02-2023,445
C0056,22-03-2023,759
C0056,07-04-2023,1350
C0056,23-04-2023,3985
C0056,15-05-2023,1720
C0056,09-06-2023,398
C0056,30-06-2023,1475
C0056,26-07-2023,2959
C0056,12-08-2023,1755
C0056,30-08-2023,2409
C0056,22-01-2023,467
C0056,02-02-2023,2595
C0056,26-02-2023,3265
C0056,27-03-2023,3223
C0056,19-04-2023,4700
C0056,13-05-2023,1326
C0056,31-05-2023,4401
C0056,26-01-2023,4249
C0056,03-02-2023,3500
C0057,26-02-2023,4548
C0057,24-03-2023,4441
C0057,10-04-2023,3767
C0057,10-05-2023,4042
C0057,07-06-2023,3562
C0057,18-06-2023,2427
C0057,13-07-2023,3663
C0057,27-07-2023,1028
C0057,05-08-2023,1212
C0057,26-08-2023,4208
C0057,16-09-2023,3173
C0057,06-10-2023,2290
C0057,03-02-2023,2396
C0057,17-02-2023,3817
C0057,25-02-2023,375
C0057,07-03-2023,3709
C0057,14-03-2023,3263
C0057,28-03-2023,2579
C0057,14-04-2023,1357
C0058,03-05-2023,4326
C0058,30-05-2023,3126
C0058,09-06-2023,419
C0058,08-07-2023,922
C0058,25-07-2023,267
C0058,07-08-2023,3370
C0058,19-08-2023,4392
C0058,25-01-2023,2024
C0058,15-02-2023,873
C0058,26-02-2023,4181
C0058,22-03-2023,504
C0058,14-04-2023,2457
C0058,13-05-2023,3700
C0058,22-05-2023,4528
C0058,09-06-2023,560
C0058,16-06-2023,3826
C0058,16-07-2023,4286
C0058,28-07-2023,4287
C0058,14-08-2023,1439
C0058,21-08-2023,3010
C0058,02-09-2023,1571
C0059,17-09-2023,1071
C0059,17-01-2023,2009
C0059,14-02-2023,3348
C0059,15-03-2023,3161
C0059,08-04-2023,4618
C0059,06-05-2023,2406
C0060,05-06-2023,2286
C0060,30-06-2023,3982
C0060,19-07-2023,2471
C0060,01-08-2023,3582
C0060,31-08-2023,4512
C0060,30-09-2023,2376
C0060,08-10-2023,3241
C0060,31-10-2023,2390
C0060,13-11-2023,1378
C0060,28-11-2023,1058
C0060,13-12-2023,3107
C0060,23-12-2023,3715
C0061,30-01-2023,4391
C0061,12-02-2023,2373
C0061,24-02-2023,2953
C0061,18-03-2023,1222
C0061,17-02-2023,4193
C0061,15-03-2023,4772
C0061,02-04-2023,1602
C0061,28-04-2023,2927
C0061,17-05-2023,3811
C0062,24-05-2023,3251
C0062,22-06-2023,2942
C0062,18-07-2023,4170
C0062,09-08-2023,1620
C0062,25-08-2023,3995
C0062,17-01-2023,2518
C0062,24-01-2023,1531
C0062,18-02-2023,2926
C0062,07-03-2023,3707
C0062,20-03-2023,2869
C0062,14-04-2023,1999
C0062,21-04-2023,381
C0062,18-05-2023,2074
C0062,17-06-2023,2297
C0062,17-07-2023,2189
C0062,12-08-2023,644
C0062,04-09-2023,3189
C0062,17-09-2023,1970
C0063,19-01-2023,3910
C0063,29-01-2023,2987
C0063,15-02-2023,4438
C0063,05-03-2023,2393
C0063,03-04-2023,2127
C0063,03-05-2023,3132
C0063,25-05-2023,998
C0063,17-06-2023,1284
C0063,05-07-2023,1150
C0063,17-07-2023,368
C0063,29-07-2023,2773
C0063,25-08-2023,347
C0063,20-09-2023,1751
C0063,02-10-2023,2240
C0063,24-10-2023,553
C0063,14-11-2023,1803
C0063,04-12-2023,4275
C0063,24-01-2023,1224
C0063,31-01-2023,4544
C0064,25-02-2023,1643
C0064,19-03-2023,3660
C0064,17-04-2023,4227
C0064,07-05-2023,2910
C0064,20-05-2023,4197
C0064,18-02-2023,755
C0064,26-02-2023,295
C0064,09-03-2023,984
C0065,03-04-2023,619
C0065,13-04-2023,4374
C0065,01-05-2023,308
C0065,18-05-2023,930
C0065,07-06-2023,2389
C0065,01-07-2023,4136
C0065,16-07-2023,3868
C0065,30-01-2023,3917
C0066,17-02-2023,2128
C0066,09-03-2023,4047
C0066,07-04-2023,4434
C0066,23-04-2023,4269
C0066,21-05-2023,3282
C0066,15-06-2023,1293
C0066,11-07-2023,4207
C0066,02-08-2023,3901
C0066,26-08-2023,4194
C0066,13-09-2023,3782
C0066,06-10-2023,1023
C0066,19-10-2023,2422
C0067,11-11-2023,568
C0067,28-11-2023,3875
C0067,13-12-2023,2599
C0067,02-02-2023,3738
C0067,21-02-2023,638
C0067,22-03-2023,2916
C0067,13-04-2023,219
C0067,22-01-2023,3632
C0068,19-02-2023,2151
C0068,08-03-2023,4656
C0068,18-03-2023,2359
C0068,07-04-2023,2694
C0068,24-04-2023,496
C0068,23-05-2023,3929
C0068,20-06-2023,2039
C0068,16-07-2023,2641
C0068,27-07-2023,3211
C0068,12-08-2023,4588
C0068,16-02-2023,1342
C0068,15-03-2023,4610
C0068,10-04-2023,1632
C0068,23-04-2023,3555
C0068,02-05-2023,1348
C0068,26-05-2023,717
C0068,16-06-2023,2302
C0069,08-07-2023,3849
C0069,17-07-2023,2257
C0069,01-02-2023,754
C0069,26-02-2023,707
C0069,10-03-2023,1450
C0069,18-03-2023,2986
C0069,29-03-2023,4466
C0069,17-04-2023,4600
C0069,01-05-2023,3503
C0069,09-05-2023,2567
C0069,06-06-2023,1520
C0069,24-06-2023,4691
C0069,13-07-2023,1904
C0069,07-08-2023,4286
