customer_id,transaction_date,monetary_value
C0019,23-06-2023,1997
C0019,02-07-2023,1035
C0019,13-07-2023,2434
C0019,28-07-2023,1825
C0019,13-08-2023,1914
C0019,06-09-2023,699
C0019,14-09-2023,174
C0020,20-01-2023,838
C0020,16-02-2023,935
C0020,18-03-2023,1055
C0020,11-04-2023,753
C0020,07-05-2023,1979
C0020,16-05-2023,1274
C0020,27-05-2023,2209
C0020,12-06-2023,2141
C0021,25-01-2023,513
C0021,24-02-2023,1817
C0021,22-03-2023,2142
C0021,16-04-2023,2017
C0021,02-05-2023,1823
C0021,26-05-2023,1607
C0021,24-06-2023,2172
C0021,14-07-2023,608
C0021,10-08-2023,2454
C0021,29-08-2023,2290
C0021,11-09-2023,1399
C0021,29-09-2023,2358
C0021,29-10-2023,1450
C0021,10-11-2023,1333
C0021,09-12-2023,1943
C0021,25-12-2023,1908
C0022,30-01-2023,250
C0022,27-02-2023,1061
C0022,24-03-2023,280
C0022,04-04-2023,1793
C0022,26-04-2023,2137
C0022,06-05-2023,1289
C0022,25-05-2023,1770
C0022,16-06-2023,597
C0022,29-06-2023,358
C0022,11-07-2023,484
C0022,30-07-2023,1317
C0022,29-08-2023,1211
C0022,11-09-2023,600
C0022,04-10-2023,1693
C0022,27-10-2023,218
C0022,24-11-2023,597
C0022,01-12-2023,1090
C0022,30-12-2023,1728
C0023,23-01-2023,398
C0023,22-02-2023,1948
C0023,20-03-2023,2213
C0023,30-03-2023,1594
C0023,07-04-2023,2362
C0023,02-05-2023,185
C0024,26-01-2023,864
C0024,17-02-2023,2378
C0024,15-03-2023,2082
C0024,14-04-2023,1018
C0024,30-04-2023,1650
C0025,28-01-2023,1727
C0025,19-02-2023,240
C0025,26-02-2023,1144
C0025,24-03-2023,1950
C0025,09-04-2023,1443
C0025,27-04-2023,618
C0025,20-05-2023,517
C0025,16-06-2023,648
C0025,10-07-2023,2218
C0025,18-07-2023,444
C0025,30-07-2023,575
C0026,24-01-2023,271
C0026,23-02-2023,1244
C0026,03-03-2023,1184
C0026,25-03-2023,1877
C0026,02-04-2023,2321
C0026,11-04-2023,2121
C0026,07-05-2023,1521
C0026,21-05-2023,1181
C0026,29-05-2023,875
C0026,17-06-2023,2129
C0026,12-07-2023,1941
C0027,05-02-2023,1039
C0027,22-02-2023,2118
C0027,17-03-2023,556
C0027,14-04-2023,1860
C0027,11-05-2023,417
C0027,24-05-2023,831
C0027,31-05-2023,1554
C0027,22-06-2023,1275
C0027,29-06-2023,1974
C0027,12-07-2023,438
C0027,02-08-2023,1836
C0027,15-08-2023,708
C0027,01-09-2023,660
C0027,22-09-2023,1724
C0027,09-10-2023,1596
C0027,22-10-2023,256
C0027,15-11-2023,1822
C0027,02-12-2023,380
C0028,08-02-2023,674
C0028,16-02-2023,2080
C0028,08-03-2023,1595
C0028,25-03-2023,1235
C0028,15-04-2023,1464
C0028,12-05-2023,576
C0028,09-06-2023,1707
C0028,03-07-2023,1130
C0028,14-07-2023,2157
C0028,07-08-2023,1590
C0028,18-08-2023,1642
C0028,05-09-2023,2193
C0028,21-09-2023,327
C0028,03-10-2023,2352
C0028,24-10-2023,553
C0028,23-11-2023,2498
C0028,04-12-2023,1213
C0029,05-02-2023,470
C0029,13-02-2023,539
C0029,06-03-2023,1609
C0029,04-04-2023,758
C0029,25-04-2023,411
C0029,05-05-2023,645
C0029,21-05-2023,2063
C0030,01-02-2023,1439
C0030,11-02-2023,1366
C0030,06-03-2023,1551
C0030,14-03-2023,1994
C0030,25-03-2023,1832
C0030,24-04-2023,1576
C0030,01-05-2023,575
C0030,20-05-2023,1422
C0031,22-01-2023,2427
C0031,07-02-2023,1027
C0031,05-03-2023,491
C0031,19-03-2023,1365
C0031,14-04-2023,220
C0031,04-05-2023,390
C0031,14-05-2023,2125
C0031,06-06-2023,935
C0031,27-06-2023,1030
C0031,11-07-2023,1823
C0032,08-02-2023,1164
C0032,18-02-2023,1046
C0032,19-03-2023,1149
C0032,01-04-2023,1566
C0032,12-04-2023,1124
C0032,10-05-2023,596
C0032,30-05-2023,1260
C0032,18-06-2023,1403
C0032,02-07-2023,230
C0032,12-07-2023,1098
C0032,20-07-2023,2027
C0032,31-07-2023,2002
C0033,03-02-2023,1654
C0033,28-02-2023,900
C0033,22-03-2023,1720
C0033,20-04-2023,2132
C0033,07-05-2023,482
C0033,06-06-2023,461
C0033,06-07-2023,1655
C0034,11-01-2023,159
C0034,23-01-2023,1541
C0034,08-02-2023,405
C0034,26-02-2023,491
C0034,08-03-2023,760
C0035,23-01-2023,212
C0035,14-02-2023,685
C0035,02-03-2023,2299
C0035,13-03-2023,553
C0035,20-03-2023,918
C0035,06-04-2023,565
C0035,27-04-2023,289
C0035,12-05-2023,2305
C0035,22-05-2023,1603
C0036,20-01-2023,1374
C0036,30-01-2023,333
C0036,12-02-2023,836
C0036,25-02-2023,1542
C0036,19-03-2023,1269
C0036,04-04-2023,1527
C0036,04-05-2023,2403
C0037,13-01-2023,1892
C0037,31-01-2023,1009
C0037,13-02-2023,974
C0037,02-03-2023,2051
C0037,25-03-2023,1489
C0037,08-04-2023,1809
C0037,18-04-2023,834
C0038,22-01-2023,656
C0038,08-02-2023,1761
C0038,03-03-2023,495
C0038,10-03-2023,652
C0038,02-04-2023,936
C0038,11-04-2023,373
C0038,28-04-2023,440
C0039,29-01-2023,169
C0039,24-02-2023,1253
C0039,22-03-2023,2102
C0039,06-04-2023,1973
C0040,02-02-2023,871
C0040,26-02-2023,700
C0040,17-03-2023,922
C0040,08-04-2023,831
C0041,03-02-2023,2207
C0041,24-02-2023,1692
C0041,19-03-2023,251
C0041,03-04-2023,869
C0041,22-04-2023,752
C0041,15-05-2023,812
C0041,25-05-2023,2412
C0041,21-06-2023,1874
C0041,04-07-2023,1257
C0041,28-07-2023,1327
C0041,27-08-2023,886
C0041,26-09-2023,2379
C0041,20-10-2023,2401
C0041,31-10-2023,1906
C0041,12-11-2023,2455
C0042,23-01-2023,583
C0042,03-02-2023,1193
C0042,02-03-2023,772
C0042,01-04-2023,1571
C0042,13-04-2023,1204
C0042,04-05-2023,1542
C0042,29-05-2023,1213
C0042,17-06-2023,1499
C0043,30-01-2023,627
C0043,27-02-2023,949
C0043,17-03-2023,469
C0043,15-04-2023,1196
C0043,07-05-2023,605
C0043,20-05-2023,1721
C0043,12-06-2023,220
C0043,01-07-2023,1136
C0043,16-07-2023,2493
C0044,05-02-2023,1981
C0044,20-02-2023,1795
C0044,16-03-2023,801
C0044,05-04-2023,2298
C0044,01-05-2023,859
C0044,23-05-2023,134
C0044,30-05-2023,1572
C0044,09-06-2023,1948
C0044,03-07-2023,1313
C0044,12-07-2023,2000
C0044,08-08-2023,2221
C0044,26-08-2023,1109
C0044,18-09-2023,647
C0044,13-10-2023,1758
C0044,31-10-2023,1123
C0045,22-01-2023,286
C0045,14-02-2023,2257
C0045,10-03-2023,1699
C0045,05-04-2023,512
C0046,09-02-2023,2002
C0046,19-02-2023,1363
C0046,04-03-2023,835
C0046,13-03-2023,2114
C0046,26-03-2023,153
C0046,24-04-2023,2126
C0047,09-01-2023,631
C0047,22-01-2023,881
C0047,20-02-2023,2047
C0047,06-03-2023,2190
C0047,05-04-2023,1153
C0047,18-04-2023,191
C0047,13-05-2023,196
C0047,09-06-2023,593
C0047,19-06-2023,154
C0047,19-07-2023,470
C0047,05-08-2023,2353
C0047,04-09-2023,680
C0047,30-09-2023,733
C0047,20-10-2023,272
C0047,31-10-2023,1393
C0047,28-11-2023,2294
C0048,29-01-2023,815
C0048,10-02-2023,430
C0048,22-02-2023,1982
C0048,15-03-2023,467
C0048,10-04-2023,1291
C0048,09-05-2023,746
C0048,16-05-2023,807
C0049,31-01-2023,805
C0049,02-03-2023,130
C0049,15-03-2023,1082
C0049,07-04-2023,2260
C0049,30-04-2023,1651
C0049,23-05-2023,480
C0049,30-05-2023,2379
C0050,18-02-2023,951
C0050,19-03-2023,2270
C0050,10-04-2023,1602
C0050,28-04-2023,523
C0050,10-05-2023,1193
C0050,31-05-2023,1653
C0050,12-06-2023,338
C0050,09-07-2023,2133
C0050,17-07-2023,487
C0050,04-08-2023,2304
C0050,15-08-2023,826
C0050,27-08-2023,2202
C0051,31-01-2023,1512
C0051,12-02-2023,1300
C0051,27-02-2023,2196
C0051,17-03-2023,629
C0051,02-04-2023,262
C0051,11-04-2023,2092
C0051,29-04-2023,868
C0051,21-05-2023,2327
C0051,15-06-2023,1133
C0051,10-07-2023,881
C0051,19-07-2023,185
C0051,27-07-2023,579
C0051,08-08-2023,1836
C0051,04-09-2023,320
C0052,21-01-2023,1755
C0052,07-02-2023,1260
C0052,09-03-2023,1482
C0052,24-03-2023,391
C0052,01-04-2023,358
C0052,01-05-2023,1295
C0052,29-05-2023,1035
C0052,05-06-2023,1415
C0052,26-06-2023,1905
C0052,24-07-2023,2054
C0052,17-08-2023,170
C0052,24-08-2023,181
C0052,04-09-2023,1891
C0052,18-09-2023,915
C0052,08-10-2023,705
C0052,21-10-2023,1843
C0053,25-01-2023,269
C0053,23-02-2023,448
C0053,22-03-2023,2416
C0053,21-04-2023,1419
C0053,29-04-2023,1164
C0053,23-05-2023,2250
C0053,19-06-2023,2406
C0053,07-07-2023,1415
C0053,22-07-2023,2012
C0053,11-08-2023,798
C0053,25-08-2023,384
C0053,01-09-2023,1648
C0053,12-09-2023,407
C0053,30-09-2023,2302
C0053,16-10-2023,1937
C0054,18-01-2023,2434
C0054,13-02-2023,1735
C0054,21-02-2023,645
C0054,20-03-2023,726
C0054,08-04-2023,1152
C0054,26-04-2023,1301
C0054,16-05-2023,815
C0055,18-01-2023,310
C0055,31-01-2023,1971
C0055,23-02-2023,866
C0055,17-03-2023,2494
C0055,11-04-2023,2003
C0055,02-05-2023,842
C0055,28-05-2023,1836
C0055,12-06-2023,2029
C0055,08-07-2023,1961
C0055,29-07-2023,1943
C0055,18-08-2023,1130
C0055,13-09-2023,1079
C0055,28-09-2023,332
C0055,24-10-2023,1424
C0055,04-11-2023,1506
C0055,21-11-2023,2478
C0055,02-12-2023,1808
C0055,24-12-2023,1529
C0056,15-02-2023,1527
C0056,12-03-2023,1413
C0056,29-03-2023,1926
C0056,21-04-2023,522
C0056,21-05-2023,1024
C0056,16-06-2023,2294
C0056,10-07-2023,2045
C0056,29-07-2023,2446
C0056,05-08-2023,536
C0056,15-08-2023,1422
C0056,27-08-2023,2329
C0056,22-09-2023,212
C0056,05-10-2023,418
C0056,18-10-2023,1616
C0056,07-11-2023,2409
C0057,29-01-2023,2092
C0057,11-02-2023,553
C0057,13-03-2023,219
C0057,31-03-2023,1861
C0057,15-04-2023,1085
C0057,27-04-2023,1884
C0057,27-05-2023,1732
C0057,11-06-2023,317
C0057,25-06-2023,1982
C0057,21-07-2023,1554
C0057,08-08-2023,1854
C0057,21-08-2023,1234
C0058,01-02-2023,1849
C0058,23-02-2023,2371
C0058,18-03-2023,2322
C0058,05-04-2023,1745
C0058,01-05-2023,1931
C0058,16-05-2023,650
C0058,11-06-2023,566
C0059,09-02-2023,1707
C0059,21-02-2023,2459
C0059,11-03-2023,2126
C0059,06-04-2023,1494
C0059,21-04-2023,462
C0059,11-05-2023,2039
C0059,29-05-2023,481
C0059,18-06-2023,876
C0059,30-06-2023,994
C0059,15-07-2023,1154
C0059,07-08-2023,218
C0059,05-09-2023,2362
C0059,04-10-2023,1153
C0060,24-01-2023,2165
C0060,01-02-2023,2207
C0060,13-02-2023,383
C0060,23-02-2023,2144
C0060,06-03-2023,799
C0060,31-03-2023,1738
C0060,18-04-2023,1924
C0060,09-05-2023,749
C0060,04-06-2023,2281
C0060,01-07-2023,1291
C0060,28-07-2023,147
C0060,16-08-2023,441
C0060,29-08-2023,2008
C0060,21-09-2023,1863
C0060,13-10-2023,384
C0060,07-11-2023,2331
C0060,14-11-2023,1723
C0060,22-11-2023,496
C0061,23-01-2023,1574
C0061,20-02-2023,353
C0061,11-03-2023,275
C0061,04-04-2023,2371
C0061,02-05-2023,1137
C0061,19-05-2023,2346
C0061,10-06-2023,234
C0061,10-07-2023,1620
C0062,03-02-2023,206
C0062,02-03-2023,677
C0062,10-03-2023,1973
C0062,20-03-2023,502
C0062,16-04-2023,2362
C0062,23-04-2023,1445
C0062,10-05-2023,625
C0062,29-05-2023,1471
C0062,13-06-2023,2324
C0062,26-06-2023,2261
C0063,26-01-2023,1353
C0063,03-02-2023,152
C0063,18-02-2023,1778
C0063,13-03-2023,1451
C0063,26-03-2023,875
C0063,18-04-2023,153
C0063,06-05-2023,745
C0064,22-01-2023,209
C0064,16-02-2023,2449
C0064,10-03-2023,346
C0064,21-03-2023,249
C0064,01-04-2023,237
C0064,12-04-2023,1028
C0064,10-05-2023,1112
C0064,02-06-2023,782
C0064,14-06-2023,661
C0064,29-06-2023,1586
C0064,22-07-2023,643
C0064,14-08-2023,2397
C0064,28-08-2023,2115
C0064,19-09-2023,2298
C0064,19-10-2023,824
C0064,15-11-2023,285
C0064,15-12-2023,2230
C0065,29-01-2023,1057
C0065,09-02-2023,2059
C0065,03-03-2023,341
C0065,15-03-2023,1034
C0065,09-04-2023,459
C0065,26-04-2023,509
C0065,09-05-2023,2023
C0065,23-05-2023,1996
C0065,21-06-2023,883
C0065,09-07-2023,2083
C0065,03-08-2023,707
C0065,01-09-2023,2454
C0065,15-09-2023,1559
C0065,14-10-2023,2024
C0065,07-11-2023,848
C0065,21-11-2023,501
C0066,22-01-2023,1335
C0066,02-02-2023,2237
C0066,16-02-2023,1344
C0066,06-03-2023,1835
C0066,25-03-2023,2239
C0066,18-04-2023,1742
C0066,30-04-2023,1681
C0066,15-05-2023,2103
C0066,06-06-2023,2005
C0066,28-06-2023,708
C0066,22-07-2023,1963
C0066,11-08-2023,1165
C0066,26-08-2023,1446
C0066,03-09-2023,549
C0066,25-09-2023,531
C0066,15-10-2023,792
C0066,04-11-2023,712
C0067,30-01-2023,785
C0067,09-02-2023,467
C0067,24-02-2023,1443
C0067,15-03-2023,1827
C0068,03-02-2023,1715
C0068,27-02-2023,2210
C0068,10-03-2023,1486
C0068,26-03-2023,1846
C0068,02-04-2023,2470
C0068,22-04-2023,2134
C0068,12-05-2023,1108
C0068,05-06-2023,2150
C0068,28-06-2023,301
C0068,22-07-2023,648
C0068,12-08-2023,755
C0068,25-08-2023,973
C0068,04-09-2023,2382
C0068,29-09-2023,414
C0068,17-10-2023,2175
C0068,02-11-2023,831
C0068,18-11-2023,218
C0069,31-01-2023,1394
C0069,19-02-2023,1139
C0069,05-03-2023,626
C0069,04-04-2023,574
C0069,20-04-2023,800
C0069,07-05-2023,713
C0069,27-05-2023,1979
C0070,09-02-2023,1769
C0070,16-02-2023,1075
C0070,26-02-2023,686
C0070,07-03-2023,682
C0070,16-03-2023,931
C0070,28-03-2023,320
C0070,27-04-2023,2337
C0070,11-05-2023,1033
C0070,23-05-2023,812
C0070,12-06-2023,1699
C0070,19-06-2023,263
C0070,11-07-2023,797
C0070,05-08-2023,1288
C0070,01-09-2023,1783
C0071,02-02-2023,338
C0071,19-02-2023,1375
C0071,09-03-2023,1197
C0071,25-03-2023,2498
C0071,20-04-2023,1502
C0071,16-05-2023,1280
C0071,06-06-2023,925
C0071,25-06-2023,274
C0071,06-07-2023,1926
C0072,05-02-2023,526
C0072,23-02-2023,1648
C0072,12-03-2023,170
C0072,23-03-2023,648
C0072,11-04-2023,686
C0072,26-04-2023,1210
C0072,16-05-2023,196
C0072,27-05-2023,2481
C0072,14-06-2023,1175
C0072,03-07-2023,1827
C0072,13-07-2023,2072
C0073,07-02-2023,1530
C0073,24-02-2023,1074
C0073,03-03-2023,1418
C0073,22-03-2023,1550
C0073,08-04-2023,255
C0073,16-04-2023,2458
C0073,09-05-2023,1671
C0073,24-05-2023,1369
C0073,17-06-2023,992
C0073,27-06-2023,645
C0074,29-01-2023,168
C0074,27-02-2023,172
C0074,12-03-2023,1735
C0074,29-03-2023,737
C0074,21-04-2023,411
C0074,01-05-2023,986
C0074,13-05-2023,1378
C0074,27-05-2023,1440
C0074,11-06-2023,1372
C0074,26-06-2023,2072
C0074,04-07-2023,1895
C0074,12-07-2023,1630
C0075,04-02-2023,302
C0075,22-02-2023,725
C0075,22-03-2023,1841
C0075,07-04-2023,1232
C0075,23-04-2023,2244
C0075,15-05-2023,1617
C0075,09-06-2023,1583
C0075,30-06-2023,1787
C0075,26-07-2023,631
C0075,12-08-2023,1988
C0075,30-08-2023,473
C0076,22-01-2023,1497
C0076,02-02-2023,949
C0076,26-02-2023,1750
C0076,27-03-2023,1501
C0076,19-04-2023,716
C0076,13-05-2023,226
C0076,31-05-2023,2356
C0077,26-01-2023,2190
C0077,03-02-2023,1798
C0077,26-02-2023,2413
C0077,24-03-2023,295
C0077,10-04-2023,1045
C0077,10-05-2023,1422
C0077,07-06-2023,1119
C0077,18-06-2023,806
C0077,13-07-2023,438
C0077,27-07-2023,2461
C0077,05-08-2023,2310
C0077,26-08-2023,1295
C0077,16-09-2023,1880
C0077,06-10-2023,589
C0078,03-02-2023,567
C0078,17-02-2023,367
C0078,25-02-2023,1448
C0078,07-03-2023,2314
C0078,14-03-2023,661
C0078,28-03-2023,1654
C0078,14-04-2023,1686
C0078,03-05-2023,1828
C0078,30-05-2023,299
C0078,09-06-2023,1167
C0078,08-07-2023,2368
C0078,25-07-2023,973
C0078,07-08-2023,819
C0078,19-08-2023,227
C0079,25-01-2023,340
C0079,15-02-2023,1059
C0079,26-02-2023,2496
C0079,22-03-2023,276
C0079,14-04-2023,448
C0079,13-05-2023,935
C0079,22-05-2023,2028
C0079,09-06-2023,1984
C0079,16-06-2023,2012
C0079,16-07-2023,1654
C0079,28-07-2023,143
C0079,14-08-2023,2227
C0079,21-08-2023,2357
C0079,02-09-2023,1143
C0079,17-09-2023,743
C0080,17-01-2023,973
C0080,14-02-2023,1284
C0080,15-03-2023,619
C0080,08-04-2023,314
C0080,06-05-2023,2328
C0080,05-06-2023,1600
C0080,30-06-2023,1056
C0080,19-07-2023,739
C0080,01-08-2023,725
C0080,31-08-2023,1672
C0080,30-09-2023,1678
C0080,08-10-2023,2458
C0080,31-10-2023,2118
C0080,13-11-2023,1656
C0080,28-11-2023,1802
C0080,13-12-2023,899
C0080,23-12-2023,680
C0081,30-01-2023,1818
C0081,12-02-2023,1017
C0081,24-02-2023,2325
C0081,18-03-2023,1322
C0082,17-02-2023,2134
C0082,15-03-2023,1047
C0082,02-04-2023,896
C0082,28-04-2023,270
C0082,17-05-2023,1770
C0082,24-05-2023,779
C0082,22-06-2023,1169
C0082,18-07-2023,1871
C0082,09-08-2023,2287
C0082,25-08-2023,1439
C0083,17-01-2023,1658
C0083,24-01-2023,1099
C0083,18-02-2023,1023
C0083,07-03-2023,890
C0083,20-03-2023,2334
C0083,14-04-2023,1100
C0083,21-04-2023,1783
C0083,18-05-2023,1559
C0083,17-06-2023,300
C0083,17-07-2023,914
C0083,12-08-2023,1097
C0083,04-09-2023,2394
C0083,17-09-2023,2419
C0084,19-01-2023,1597
C0084,29-01-2023,2151
C0084,15-02-2023,426
C0084,05-03-2023,1355
C0084,03-04-2023,2397
C0084,03-05-2023,734
C0084,25-05-2023,2438
C0084,17-06-2023,2026
C0084,05-07-2023,767
C0084,17-07-2023,1436
C0084,29-07-2023,1516
C0084,25-08-2023,1763
C0084,20-09-2023,2317
C0084,02-10-2023,1149
C0084,24-10-2023,900
C0084,14-11-2023,1152
C0084,04-12-2023,2399
C0085,24-01-2023,1551
C0085,31-01-2023,729
C0085,25-02-2023,390
C0085,19-03-2023,2434
C0085,17-04-2023,796
C0085,07-05-2023,1173
C0085,20-05-2023,2489
C0086,18-02-2023,597
C0086,26-02-2023,1262
C0086,09-03-2023,1287
C0086,03-04-2023,2101
C0086,13-04-2023,996
C0086,01-05-2023,750
C0086,18-05-2023,177
C0086,07-06-2023,2137
C0086,01-07-2023,532
C0086,16-07-2023,1382
C0087,30-01-2023,2112
C0087,17-02-2023,685
C0087,09-03-2023,940
C0087,07-04-2023,794
C0087,23-04-2023,213
C0087,21-05-2023,2022
C0087,15-06-2023,2352
C0087,11-07-2023,566
C0087,02-08-2023,1272
C0087,26-08-2023,804
C0087,13-09-2023,669
C0087,06-10-2023,203
C0087,19-10-2023,2135
C0087,11-11-2023,1260
C0087,28-11-2023,2359
C0087,13-12-2023,2332
C0088,02-02-2023,232
C0088,21-02-2023,1000
C0088,22-03-2023,2407
C0088,13-04-2023,120
C0089,22-01-2023,1206
C0089,19-02-2023,2313
C0089,08-03-2023,660
C0089,18-03-2023,410
C0089,07-04-2023,989
C0089,24-04-2023,1037
C0089,23-05-2023,432
C0089,20-06-2023,1234
C0089,16-07-2023,1041
C0089,27-07-2023,1851
C0089,12-08-2023,330
C0090,16-02-2023,704
C0090,15-03-2023,451
C0090,10-04-2023,1936
C0090,23-04-2023,608
C0090,02-05-2023,922
C0090,26-05-2023,483
C0090,16-06-2023,2254
C0090,08-07-2023,1521
C0090,17-07-2023,1524
C0091,01-02-2023,1826
C0091,26-02-2023,1098
C0091,10-03-2023,1996
C0091,18-03-2023,852
C0091,29-03-2023,412
C0091,17-04-2023,2246
C0091,01-05-2023,928
C0091,09-05-2023,1050
C0091,06-06-2023,2143
C0091,24-06-2023,2020
C0091,13-07-2023,1979
C0091,07-08-2023,1916
C0091,05-09-2023,1938
C0091,14-09-2023,648
C0091,23-09-2023,1880
C0091,23-10-2023,458
C0092,05-02-2023,1948
C0092,24-02-2023,1897
C0092,14-03-2023,240
C0092,07-04-2023,372
C0092,03-05-2023,1373
C0092,20-05-2023,1969
C0092,29-05-2023,410
C0092,27-06-2023,1186
C0092,08-07-2023,448
C0092,03-08-2023,1490
C0092,16-08-2023,982
